"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"3519","Toyota",2016,1800000,110000,"Diesel","Individual","Automatic","First Owner"
"3520","Mahindra",NA,600000,80000,"Diesel","Individual","Manual","Second Owner"
"3521","Tata",2018,420000,80000,"Petrol","Individual","Manual","First Owner"
"3522","Maruti",2009,140000,120000,"Petrol","Individual","Manual","First Owner"
"3523","Skoda",2010,300000,100000,"Diesel","Individual","Manual","Second Owner"
"3524","Hyundai",2006,100000,60000,"Petrol","Dealer","Manual","Second Owner"
"3525","Maruti",2017,350000,25000,"Petrol","Dealer","Manual","First Owner"
"3526","Ford",2018,850000,19000,"Petrol","Dealer","Manual","First Owner"
"3527","Maruti",2008,140000,54000,"Petrol","Dealer","Manual","First Owner"
"3528","Ford",2015,550000,17100,"Petrol","Dealer","Manual","Second Owner"
"3529","Hyundai",2017,525000,19000,"Petrol","Dealer","Automatic","First Owner"
"3530","Ford",2015,470000,146000,"Diesel","Dealer","Manual","First Owner"
"3531","Ford",2013,900000,98000,"Diesel","Dealer","Automatic","First Owner"
"3532","Ford",2011,500000,224642,"Diesel","Dealer","Manual","Second Owner"
"3533","Maruti",1998,80000,120000,"Petrol","Individual","Manual","Second Owner"
"3534","Mahindra",2011,175000,175000,"Diesel","Individual","Manual","First Owner"
"3535","Mahindra",2017,1350000,15000,"Diesel","Individual","Automatic","Second Owner"
"3536","Renault",2017,800000,50000,"Diesel","Individual","Manual","First Owner"
"3537","Datsun",NA,250000,15000,"Petrol","Individual","Manual","First Owner"
"3538","Maruti",2018,700000,25000,"Petrol","Individual","Automatic","First Owner"
"3539","Tata",2019,800000,25000,"Diesel","Individual","Manual","First Owner"
"3540","Mahindra",NA,660000,69000,"Diesel","Individual","Manual","First Owner"
"3541","Maruti",2015,465000,60000,"Diesel","Individual","Manual","Third Owner"
"3542","Mahindra",2006,180000,222435,"Diesel","Individual","Manual","Second Owner"
"3543","Maruti",2017,600000,66000,"Diesel",NA,"Manual","Third Owner"
"3544","Ford",2010,150000,110000,"Petrol",NA,"Manual","First Owner"
"3545","Hyundai",2014,450000,78000,"Diesel",NA,"Manual","Second Owner"
"3546","Hyundai",2019,721000,10000,"Petrol","Individual","Manual","First Owner"
"3547","Maruti",2018,300000,35000,"Petrol","Individual","Manual","First Owner"
"3548","Mahindra",2019,1000000,10000,"Diesel","Individual","Manual","First Owner"
"3549","Renault",2016,300000,40000,"Petrol","Individual","Manual","First Owner"
"3550","Mahindra",2013,450000,120000,"Diesel","Individual","Manual","First Owner"
"3551","Maruti",1997,79000,70000,"Petrol","Individual","Automatic","First Owner"
"3552","Ford",2017,545000,40000,"Diesel","Individual","Manual","First Owner"
"3553","Honda",2018,844999,20000,"Diesel","Individual","Manual","First Owner"
"3554","Skoda",2016,700000,93000,"Diesel","Individual","Manual","First Owner"
"3555","Toyota",2016,650000,159000,"Diesel","Individual","Manual","First Owner"
"3556","Ford",2014,525000,75000,"Diesel","Individual","Manual","Second Owner"
"3557","Ford",2006,110000,101100,"Diesel","Individual","Manual","Third Owner"
"3558","Tata",2011,180000,66000,"Diesel","Individual","Manual","First Owner"
"3559","Hyundai",2012,280000,NA,"Petrol","Individual","Manual","Second Owner"
"3560","Renault",2019,400000,10000,"Petrol","Individual","Manual","First Owner"
"3561","Mahindra",2012,625000,126000,"Diesel","Individual","Manual","Second Owner"
"3562","Volkswagen",2015,535000,70000,"Diesel","Individual","Manual","First Owner"
"3563","Maruti",2017,459999,50000,"Diesel","Individual","Manual","First Owner"
"3564","Mahindra",2010,300000,100000,"Diesel","Individual","Manual","First Owner"
"3565","Honda",2007,280000,60000,"Petrol","Individual","Automatic","First Owner"
"3566","Honda",2014,500000,70000,"Petrol","Individual","Manual","First Owner"
"3567","Hyundai",2019,1200000,1200,"Petrol","Individual","Manual","First Owner"
"3568","Renault",2016,300000,40000,"Petrol","Individual","Manual","First Owner"
"3569","Tata",2011,180000,80000,"Diesel","Individual","Manual","Third Owner"
"3570","Hyundai",2011,180000,134444,"Petrol","Individual","Automatic","Second Owner"
"3571","Maruti",2009,78000,120000,"Petrol","Individual","Manual","Second Owner"
"3572","Nissan",2011,160000,120000,"Diesel","Individual","Manual","First Owner"
"3573","Mahindra",2014,600000,238000,"Diesel","Individual","Manual","First Owner"
"3574","Maruti",2008,110000,100000,"Petrol","Individual","Manual","Second Owner"
"3575","Mahindra",2011,450000,110000,"Diesel","Individual","Manual","Second Owner"
"3576","Mahindra",2019,1350000,35000,"Diesel","Individual","Manual","First Owner"
"3577","Honda",2003,120000,165000,"Petrol","Individual","Manual","Second Owner"
"3578","Honda",2018,1040000,42000,"Diesel","Individual","Manual","First Owner"
"3579","Hyundai",2014,390000,70000,"Diesel","Individual","Manual","Second Owner"
"3580","Tata",2011,65000,60000,"Petrol","Individual","Manual","Second Owner"
"3581","Volkswagen",2013,320000,115000,"Diesel","Individual","Manual","Third Owner"
"3582","Volkswagen",2017,720000,70000,"Diesel","Individual","Manual","First Owner"
"3583","Maruti",2007,220000,80000,NA,"Individual","Manual","Second Owner"
"3584","Maruti",2011,225000,65000,"Petrol","Dealer","Manual","First Owner"
"3585","Tata",2010,200000,150000,"Diesel","Individual","Manual","Second Owner"
"3586","Toyota",2015,434999,75000,"Diesel","Dealer","Manual","Second Owner"
"3587","Ford",2012,300000,63700,"Diesel","Individual","Manual","First Owner"
"3588","Honda",2018,700000,74800,"Diesel","Individual","Manual","First Owner"
"3589","Ford",2009,500000,105000,"Diesel","Individual","Manual","Second Owner"
"3590","Renault",2016,500000,40000,"Diesel","Individual","Manual","First Owner"
"3591","Maruti",2016,400000,90000,"Diesel","Individual","Manual","Second Owner"
"3592","Toyota",2015,825000,75000,"Diesel","Dealer","Manual","Second Owner"
"3593","Maruti",2018,720000,15000,"Diesel","Individual","Manual","First Owner"
"3594","Maruti",2009,110000,30000,"Petrol","Individual","Manual","Second Owner"
"3595","Mahindra",2014,600000,100000,"Diesel","Individual","Manual","Second Owner"
"3596","Mahindra",2009,275000,155000,"Diesel","Individual","Automatic","Third Owner"
"3597","Land",2012,2349000,149000,"Diesel","Individual","Automatic","Second Owner"
"3598","Hyundai",2017,740000,60000,"Diesel","Individual","Manual","First Owner"
"3599","Maruti",2017,800000,90000,"Diesel","Individual","Manual","First Owner"
"3600","Hyundai",2019,1100000,100000,NA,"Individual","Manual","First Owner"
"3601","BMW",2012,750000,100000,"Diesel","Individual","Automatic","Second Owner"
"3602","Maruti",2012,200000,90000,"Petrol","Individual","Manual","Second Owner"
"3603","Tata",2009,210000,75000,"Diesel","Individual","Manual","First Owner"
"3604","Maruti",2009,270000,120000,"Diesel","Individual","Manual","Second Owner"
"3605","Toyota",2016,630000,90000,"Diesel","Individual","Manual","Second Owner"
"3606","Hyundai",2015,375000,55000,"Petrol","Individual","Manual","First Owner"
"3607","Mahindra",2010,300000,70000,"Diesel","Individual","Manual","First Owner"
"3608","Mahindra",2016,580000,95000,"Diesel","Individual","Manual","Second Owner"
"3609","Hyundai",2014,550000,50000,"Diesel","Individual","Manual","First Owner"
"3610","Maruti",2016,750000,50000,"Diesel","Individual","Manual","First Owner"
"3611","Maruti",2014,250000,60516,"Petrol","Individual","Manual","First Owner"
"3612","Hyundai",2012,434999,235000,"Diesel","Individual","Manual","Second Owner"
"3613","Mercedes-Benz",2007,900000,76731,"Diesel","Dealer","Automatic","First Owner"
"3614","Maruti",2016,685000,64000,"Diesel","Dealer","Manual","First Owner"
"3615","Maruti",2014,540000,NA,"Diesel","Dealer","Manual","First Owner"
"3616","Honda",2018,1165000,13000,"Petrol","Dealer","Automatic","Test Drive Car"
"3617","Ford",2014,610000,77000,"Diesel","Dealer","Manual","First Owner"
"3618","Hyundai",2011,254999,24000,"Petrol","Dealer","Manual","First Owner"
"3619","Nissan",2014,280000,63840,"Petrol","Dealer","Manual","First Owner"
"3620","Tata",2017,370000,25000,"Petrol","Individual","Manual","First Owner"
"3621","Tata",2011,NA,76400,"Diesel","Individual","Manual","Second Owner"
"3622","Maruti",1998,42000,70000,"Petrol","Individual","Manual","Third Owner"
"3623","Maruti",1998,42000,70000,"Petrol","Individual","Manual","Third Owner"
"3624","Fiat",2011,190000,80000,"Diesel","Individual","Manual","Third Owner"
"3625",NA,2010,165000,100000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3626","Ford",2017,710000,40000,"Diesel","Individual","Manual","First Owner"
"3627","Hyundai",2018,1200000,15000,"Petrol","Individual","Manual","First Owner"
"3628","Maruti",2011,229999,70000,"Petrol","Individual","Manual","First Owner"
"3629","Renault",2018,310000,15000,"Petrol","Individual","Manual","First Owner"
"3630","Maruti",2015,320000,40000,"Petrol","Individual","Manual","First Owner"
"3631","Maruti",2006,100000,54000,"Petrol","Individual","Manual","First Owner"
"3632","Hyundai",2009,160000,90000,"Diesel","Individual","Manual","First Owner"
"3633","Maruti",2007,60000,52000,"Petrol","Individual","Manual","First Owner"
"3634","Tata",2012,100000,200000,"Diesel","Individual","Manual","Third Owner"
"3635","Chevrolet",2016,350000,35000,NA,"Individual","Manual","Second Owner"
"3636","Renault",2017,700000,60000,"Diesel","Individual","Manual","First Owner"
"3637","Maruti",2017,300000,31489,"Petrol","Individual","Manual","First Owner"
"3638","Hyundai",2018,830000,40000,"Diesel","Individual","Manual","First Owner"
"3639","Mahindra",2013,220000,110000,"Diesel","Individual","Manual","First Owner"
"3640","Tata",2009,130000,50000,"Diesel","Individual","Manual","First Owner"
"3641","Hyundai",2012,330000,44000,"Petrol","Individual","Manual","First Owner"
"3642","Honda",2010,254999,90000,"Petrol","Individual","Manual","Second Owner"
"3643","Hyundai",2014,600000,50000,"Petrol","Individual","Manual","Second Owner"
"3644","Hyundai",2012,210000,50000,"Petrol","Individual","Manual","First Owner"
"3645","Maruti",2007,120000,81366,"Petrol","Individual","Manual","First Owner"
"3646","Maruti",2006,95000,110000,"Petrol","Individual","Manual","First Owner"
"3647","Toyota",2006,229999,300000,"Diesel","Individual","Manual","First Owner"
"3648","Hyundai",2010,229999,70000,"Petrol","Individual","Manual","First Owner"
"3649","Hyundai",NA,400000,100000,"Diesel","Individual","Manual","First Owner"
"3650","Maruti",2005,300000,70000,"Petrol","Individual","Manual","Second Owner"
"3651","Ford",2013,300000,50000,"Diesel","Individual","Manual","First Owner"
"3652","Ford",2009,80000,180000,"Diesel","Individual","Manual","Second Owner"
"3653","Maruti",2008,80000,50000,"Petrol","Individual","Manual","Second Owner"
"3654","Maruti",2007,100000,90000,"Petrol","Individual","Manual","Second Owner"
"3655","Tata",2012,300000,110000,"Diesel","Individual","Manual","First Owner"
"3656","Maruti",2018,NA,26000,"Petrol","Individual","Automatic","First Owner"
"3657","Maruti",2016,975000,65000,"Diesel","Individual","Manual","First Owner"
"3658","Chevrolet",2009,500000,130000,"Diesel","Individual","Manual","First Owner"
"3659","Renault",2013,550000,75000,"Diesel","Individual","Manual","Second Owner"
"3660","Nissan",2014,550000,110000,"Diesel","Individual","Manual","Second Owner"
"3661","Maruti",2014,240000,50000,"Petrol","Individual","Manual","First Owner"
"3662","Maruti",1997,50000,80000,"Petrol","Individual","Manual","Second Owner"
"3663","Tata",2009,120000,80000,"Petrol","Individual","Manual","Second Owner"
"3664","Maruti",2013,900000,60000,"Petrol","Individual","Manual","Second Owner"
"3665","Honda",2009,250000,90000,"Petrol","Individual","Manual","Second Owner"
"3666","Renault",2017,280000,36000,"Petrol","Individual","Manual","First Owner"
"3667","Tata",2010,85000,87000,"Diesel","Individual","Manual","First Owner"
"3668","Tata",2011,90000,80000,"Diesel","Individual","Manual","First Owner"
"3669","Chevrolet",2015,500000,50000,"Diesel","Individual","Manual","First Owner"
"3670","Maruti",2013,200000,60000,"Petrol","Individual",NA,"First Owner"
"3671","Renault",2015,250000,50000,"Petrol","Individual","Manual","First Owner"
"3672","Maruti",2014,185000,40000,"Diesel","Individual","Manual","Third Owner"
"3673","Hyundai",2008,100000,60000,"Petrol","Individual","Manual","Second Owner"
"3674","Toyota",2015,610000,55000,"Diesel","Individual","Manual","First Owner"
"3675","Mahindra",2012,290000,80000,"Diesel","Individual","Manual","First Owner"
"3676","Mahindra",2012,300000,295000,"Diesel","Individual","Manual","First Owner"
"3677","Hyundai",2015,225000,80000,"Petrol","Individual","Manual","First Owner"
"3678","Maruti",2017,320000,50000,"Petrol","Individual","Manual","Second Owner"
"3679","Tata",2012,135000,158000,"Diesel","Individual","Manual","Third Owner"
"3680","Toyota",2006,400000,400000,"Diesel","Individual","Manual","Third Owner"
"3681","Maruti",2016,400000,25000,"Petrol","Individual","Manual","First Owner"
"3682","Hyundai",2017,570000,35000,"Petrol","Individual","Manual","First Owner"
"3683","Maruti",2018,500000,12000,"Petrol","Individual","Manual","First Owner"
"3684","Maruti",2015,130000,70000,"Petrol","Individual","Manual","First Owner"
"3685","Tata",2018,360000,4000,"Petrol","Individual","Manual","First Owner"
"3686","Ford",2017,530000,10832,"Petrol","Dealer","Manual","First Owner"
"3687","Hyundai",2009,250000,50000,"Petrol","Individual","Manual","First Owner"
"3688","Nissan",2016,600000,19495,"Petrol","Dealer","Manual","First Owner"
"3689","Renault",2013,570000,62668,"Diesel","Dealer","Manual","First Owner"
"3690","Mahindra",2013,850000,85710,"Diesel","Dealer","Manual","First Owner"
"3691","Ford",2011,250000,55130,"Diesel","Dealer","Manual","Second Owner"
"3692","Ford",2014,580000,63356,"Diesel","Dealer","Manual","Second Owner"
"3693","Toyota",2012,1680000,129627,"Diesel","Dealer","Manual","First Owner"
"3694","Chevrolet",2010,180000,15000,"Petrol","Individual","Manual","First Owner"
"3695","Tata",2017,300000,50000,"Petrol","Individual","Manual","First Owner"
"3696",NA,2012,269000,70000,"Petrol","Individual","Manual","Second Owner"
"3697","Maruti",2018,231999,20000,"Petrol","Individual","Manual","First Owner"
"3698","Chevrolet",2011,150000,60000,"Petrol","Individual","Manual","Third Owner"
"3699","Hyundai",2017,495000,NA,"Petrol","Individual","Manual","First Owner"
"3700","Maruti",2014,700000,15000,"Petrol","Individual","Manual","First Owner"
"3701","Datsun",2018,400000,4400,"Petrol","Individual","Manual","Second Owner"
"3702","Mahindra",2019,599000,15000,"Diesel","Individual","Manual","Third Owner"
"3703","Renault",2013,421000,45000,"Diesel","Individual","Manual","First Owner"
"3704","Ford",2018,841000,1000,"Diesel","Individual","Manual","First Owner"
"3705","Hyundai",2014,295000,38500,"Petrol","Individual","Manual","First Owner"
"3706","Hyundai",2011,220000,25000,"Petrol","Individual","Manual","First Owner"
"3707","Ford",2013,250000,35000,"Diesel","Individual","Manual","First Owner"
"3708","Toyota",2009,1100000,110000,"Diesel","Individual","Manual","Second Owner"
"3709","Hyundai",2012,300000,40000,NA,"Individual","Manual","First Owner"
"3710","Chevrolet",2007,80000,110000,"Petrol","Individual","Manual","Second Owner"
"3711","Chevrolet",2013,215000,20000,"Diesel","Individual","Manual","Third Owner"
"3712","Hyundai",2012,245000,14987,"Petrol","Dealer","Manual","First Owner"
"3713","Ford",2016,650000,25061,"Diesel","Dealer","Manual","First Owner"
"3714","Ford",2017,760000,42494,"Diesel","Dealer","Manual","First Owner"
"3715","Honda",2014,395000,44875,"Diesel","Dealer","Manual","First Owner"
"3716","Ford",2014,280000,89741,"Diesel","Dealer","Manual","Second Owner"
"3717","Honda",2016,495000,65000,"Diesel","Dealer","Manual","First Owner"
"3718","Honda",2016,525000,35000,"Diesel","Dealer","Manual","First Owner"
"3719","Toyota",2009,420000,347089,"Diesel","Dealer","Manual","First Owner"
"3720","Tata",2010,210000,34500,"Diesel","Individual","Manual","First Owner"
"3721","Hyundai",2018,650000,30000,"Petrol","Individual","Manual","First Owner"
"3722","BMW",2018,2300000,39000,"Diesel","Individual","Automatic","First Owner"
"3723","Ford",2019,525000,16000,"Diesel","Individual","Manual","First Owner"
"3724","Maruti",2010,195000,80000,"CNG","Individual","Manual","Second Owner"
"3725","Maruti",2016,650000,60000,NA,"Individual","Manual","First Owner"
"3726","Mahindra",2015,540000,110000,NA,"Individual","Manual","First Owner"
"3727","Maruti",2014,180000,61000,"Petrol","Individual","Manual","First Owner"
"3728","Mahindra",2017,750000,29000,"Diesel","Individual","Manual","First Owner"
"3729","Maruti",2018,980000,50000,"Diesel","Individual","Manual","First Owner"
"3730","Fiat",2014,250000,90000,"Diesel","Individual","Manual","First Owner"
"3731","Hyundai",2018,550000,35000,"Petrol","Individual","Automatic","First Owner"
"3732","Volkswagen",2015,509999,43000,"Petrol","Individual","Manual","Second Owner"
"3733","Maruti",2017,320000,50000,"Petrol","Individual","Manual","First Owner"
"3734","Hyundai",2016,275000,25000,"Petrol","Individual","Manual","First Owner"
"3735","Mahindra",2013,550000,222252,"Diesel","Individual","Manual","First Owner"
"3736","Maruti",2009,145000,50000,"Petrol","Individual","Manual","Second Owner"
"3737","Fiat",2013,250000,80000,"Diesel","Individual","Manual","First Owner"
"3738","Hyundai",2012,520000,35000,"Diesel","Individual","Manual","First Owner"
"3739","Maruti",2007,95000,85000,NA,"Individual","Manual","Second Owner"
"3740","Toyota",2011,725000,110000,"Diesel","Individual","Manual","Third Owner"
"3741","Maruti",2006,55000,70000,"Petrol","Individual","Manual","Second Owner"
"3742","Honda",2014,600000,100000,"Diesel",NA,"Manual","First Owner"
"3743","Volkswagen",2013,330000,120000,"Diesel","Individual","Manual","Second Owner"
"3744","Maruti",2015,470000,89000,"Diesel","Individual","Manual","First Owner"
"3745","Maruti",2013,365000,120000,"Diesel","Individual","Manual","First Owner"
"3746","Hyundai",2013,250000,40000,"Petrol","Individual","Manual","Second Owner"
"3747","Maruti",2017,430000,17000,"Petrol","Individual","Manual","First Owner"
"3748","Maruti",2013,400000,125000,"Diesel","Individual","Manual","Second Owner"
"3749","Maruti",2015,615000,110000,"Petrol",NA,"Manual","Second Owner"
"3750","Ford",2011,150000,120000,"Diesel","Individual","Manual","Second Owner"
"3751","Ford",2014,240000,90000,"Diesel","Individual","Manual","First Owner"
"3752","Mahindra",2014,800000,90000,"Diesel","Individual","Manual","First Owner"
"3753","Hyundai",2015,240000,110000,"LPG","Individual","Manual","First Owner"
"3754","Ford",2014,600000,87000,"Diesel","Individual","Manual",NA
"3755","Mahindra",2014,800000,15000,"Diesel","Individual","Manual","First Owner"
"3756","Hyundai",2015,160000,70000,"Petrol","Individual","Manual","First Owner"
"3757","Ford",2012,350000,38000,"Petrol","Individual","Manual","First Owner"
"3758","Honda",2011,300000,64000,"Petrol","Individual","Manual","Second Owner"
"3759","Tata",2015,399000,55250,"Diesel","Individual","Manual","First Owner"
"3760","Mahindra",2011,300000,110000,"Diesel","Individual","Manual","First Owner"
"3761","Maruti",2012,150000,70000,"Petrol","Individual","Automatic","First Owner"
"3762","Chevrolet",2010,320000,60000,"Diesel","Individual","Manual","Third Owner"
"3763","Tata",2018,1280000,17000,"Diesel","Individual","Manual","First Owner"
"3764","Renault",2017,300000,13000,"Petrol","Individual","Manual","Second Owner"
"3765","Nissan",2016,1000000,60000,"Diesel","Individual","Manual","First Owner"
"3766","Mitsubishi",2012,1090000,120000,"Diesel","Individual","Manual","Second Owner"
"3767","Tata",2012,NA,97000,"Diesel","Individual","Manual","Second Owner"
"3768","Tata",2007,60000,130000,"Petrol","Individual","Manual","Second Owner"
"3769","Maruti",2013,500000,50000,"Petrol","Individual","Manual","First Owner"
"3770","Tata",2012,200000,120000,"Diesel","Individual","Manual","Second Owner"
"3771","Ford",2015,650000,68000,"Diesel","Individual","Manual","First Owner"
"3772","Maruti",2006,60000,100000,"Petrol","Individual","Manual","Second Owner"
"3773","Maruti",2013,250999,80000,"Diesel","Individual","Manual","First Owner"
"3774","Hyundai",2012,185000,67000,"CNG","Dealer","Manual","Second Owner"
"3775","Maruti",2015,155000,60000,"Petrol","Individual","Manual","First Owner"
"3776","Maruti",2019,600000,5000,"Petrol","Individual","Manual","First Owner"
"3777","Renault",2016,300000,20000,"Petrol","Individual","Manual","First Owner"
"3778","Hyundai",2018,850000,12500,"Petrol","Individual","Manual","First Owner"
"3779","Maruti",2019,470000,4000,"CNG","Individual","Manual","First Owner"
"3780","Ford",2019,600000,25000,"Petrol","Individual","Manual","First Owner"
"3781","Toyota",2013,700000,70000,"Diesel","Individual","Manual","Second Owner"
"3782","Maruti",2007,70000,162000,"LPG","Individual","Manual",NA
"3783","Toyota",2010,1250000,205000,"Diesel","Individual","Manual","Second Owner"
"3784","Audi",2008,650000,70000,"Petrol","Individual","Automatic","Third Owner"
"3785","Hyundai",2018,450000,70000,"Diesel","Individual","Manual",NA
"3786","Mahindra",2014,750000,100000,"Diesel","Individual",NA,"Second Owner"
"3787","Toyota",2013,775000,70000,"Diesel","Individual","Manual","Second Owner"
"3788","Hyundai",2011,800000,220000,"Diesel","Individual","Manual","First Owner"
"3789","Honda",2015,360000,80000,"Petrol","Individual","Manual","Second Owner"
"3790","Toyota",2010,250000,120000,"Diesel","Individual","Manual","First Owner"
"3791","Jeep",2017,1490000,22038,"Diesel","Individual","Manual","First Owner"
"3792","Nissan",2013,600000,80000,"Diesel","Individual","Manual","First Owner"
"3793","Maruti",2010,120000,90000,"Petrol","Individual","Manual","First Owner"
"3794","Tata",2012,320000,140000,"Diesel","Individual","Manual","Second Owner"
"3795","Mahindra",2011,400000,120000,"Diesel","Individual","Manual","Second Owner"
"3796","Maruti",2015,302000,60000,"Diesel","Individual","Manual","First Owner"
"3797","Chevrolet",2011,130000,80000,"Diesel","Individual","Manual","Second Owner"
"3798","Maruti",2014,150000,60000,"Petrol","Individual","Manual","Second Owner"
"3799","Tata",2012,200000,90000,"Diesel","Individual","Manual","Second Owner"
"3800","Toyota",2012,950000,80000,"Diesel","Individual","Manual","First Owner"
"3801","Maruti",2008,120000,175000,"Diesel","Individual","Manual","Second Owner"
"3802","Mahindra",2019,1400000,10000,"Diesel","Individual","Manual","First Owner"
"3803","Hyundai",2017,620000,65000,"Petrol","Individual","Manual","First Owner"
"3804",NA,2012,449000,90000,"Diesel","Individual","Manual","First Owner"
"3805","Maruti",2007,100000,70000,"Petrol","Individual","Manual","First Owner"
"3806","Hyundai",2018,600000,2500,"Petrol","Individual","Manual","First Owner"
"3807","Honda",2016,700000,35000,"Diesel","Individual","Manual","First Owner"
"3808","Chevrolet",2012,250000,40000,"Diesel","Individual","Manual","First Owner"
"3809","Maruti",2018,550000,63000,"Petrol","Individual","Manual","First Owner"
"3810","Skoda",2013,675000,88000,"Diesel","Dealer","Automatic","First Owner"
"3811","Nissan",2015,530000,55000,"Diesel","Dealer",NA,"First Owner"
"3812","Chevrolet",2014,325000,71014,"Diesel","Dealer","Manual","First Owner"
"3813","Renault",2015,370000,60000,"Diesel","Dealer","Manual","First Owner"
"3814",NA,2014,360000,70000,"Diesel","Individual","Manual","First Owner"
"3815","Skoda",2012,650000,60000,"Petrol","Dealer","Automatic","First Owner"
"3816","Ford",2012,199000,92000,"Diesel","Dealer","Manual","Third Owner"
"3817","Mahindra",2014,285000,89126,"Diesel","Individual","Manual","First Owner"
"3818","Volkswagen",2009,260000,134000,"Diesel","Individual","Automatic","First Owner"
"3819","Maruti",2019,869999,15000,"Petrol","Dealer","Automatic","First Owner"
"3820","Hyundai",2016,425000,42500,"Diesel","Dealer","Manual","First Owner"
"3821","Chevrolet",2012,490000,42000,"Diesel","Dealer","Automatic","First Owner"
"3822","Mahindra",2015,750000,70000,"Diesel","Individual","Automatic","Second Owner"
"3823","Honda",2004,125000,110000,"Petrol","Individual","Manual","Third Owner"
"3824","Fiat",2014,221000,131365,"Diesel","Individual","Manual","First Owner"
"3825","Volkswagen",2016,724000,48980,"Diesel","Dealer","Automatic","First Owner"
"3826","Honda",2014,440000,46000,"Petrol","Dealer","Automatic","First Owner"
"3827","Chevrolet",2009,70000,60000,"Petrol","Individual","Manual","Third Owner"
"3828","Maruti",2015,511000,58000,"Diesel","Dealer","Manual","First Owner"
"3829","Maruti",2016,790000,22000,"Diesel","Dealer","Manual","First Owner"
"3830","Hyundai",2017,640000,37000,"Petrol","Individual","Manual","First Owner"
"3831","Hyundai",2009,120000,70000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3832","Chevrolet",2012,126000,98900,"Diesel","Individual","Manual","Third Owner"
"3833",NA,2012,120000,125000,"Diesel","Individual","Manual","First Owner"
"3834","Mahindra",2017,650000,60000,"Diesel","Individual","Manual",NA
"3835","Hyundai",2014,450000,80000,"Petrol","Individual","Manual","Second Owner"
"3836","Maruti",NA,110000,80000,"CNG","Individual","Manual","Fourth & Above Owner"
"3837","Mahindra",2017,600000,40000,"Diesel","Individual","Manual","First Owner"
"3838","Mahindra",2012,620000,80000,"Diesel","Individual","Manual","Second Owner"
"3839","Ford",2014,600000,30000,"Diesel","Individual","Manual","First Owner"
"3840","Mahindra",2018,795000,35000,"Diesel","Individual","Manual","First Owner"
"3841","Tata",2011,300000,180000,"Diesel","Individual","Manual","Third Owner"
"3842","Renault",2015,495000,60000,"Diesel","Individual","Manual","First Owner"
"3843","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"3844","Audi",2015,1750000,127643,"Diesel","Dealer","Automatic","First Owner"
"3845","Tata",2018,1350000,34000,"Diesel","Individual","Automatic","First Owner"
"3846","Mahindra",2014,350000,145000,"Diesel","Individual","Manual","First Owner"
"3847","Datsun",2018,300000,25000,"Petrol","Individual","Automatic","First Owner"
"3848","Tata",2018,400000,54000,"Petrol","Dealer","Manual","Second Owner"
"3849","Audi",2014,1750000,102354,"Diesel","Dealer","Automatic","First Owner"
"3850","Maruti",1999,70000,70000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3851","Nissan",2018,500000,70000,"Diesel","Individual","Manual","First Owner"
"3852","Audi",2017,2575000,36000,"Diesel","Dealer","Automatic","First Owner"
"3853","Honda",2014,345000,58000,"Petrol","Dealer","Manual","First Owner"
"3854","Tata",2013,220000,100000,"Diesel","Individual","Manual","First Owner"
"3855","Audi",2014,1850000,62237,"Petrol","Dealer","Automatic","First Owner"
"3856","Hyundai",2005,114999,90000,"Petrol","Dealer","Manual","Second Owner"
"3857","Maruti",1999,50000,100000,"Petrol","Individual","Manual","Second Owner"
"3858","Honda",2017,585000,14000,"Petrol","Dealer","Manual","First Owner"
"3859","Ford",2018,950000,21394,"Diesel",NA,"Manual","First Owner"
"3860","Maruti",2018,625000,13800,"Petrol","Individual","Automatic","First Owner"
"3861","Hyundai",2017,1035000,23000,"Petrol","Dealer","Automatic","First Owner"
"3862","Datsun",2015,310000,32686,"Petrol","Dealer","Manual","First Owner"
"3863","Mahindra",2017,600000,99700,"Diesel","Individual","Manual","First Owner"
"3864","Toyota",2019,3100000,5000,"Diesel","Individual","Automatic","First Owner"
"3865","Honda",2014,650000,49654,"Diesel","Dealer","Manual","First Owner"
"3866","Hyundai",2016,550000,45457,"Petrol","Dealer","Manual","First Owner"
"3867","Hyundai",2017,1260000,39221,"Diesel","Dealer","Manual","First Owner"
"3868","Hyundai",2016,660000,48220,"Petrol","Dealer","Manual","First Owner"
"3869","Hyundai",2017,700000,11114,"Petrol","Dealer","Manual","First Owner"
"3870","Hyundai",2008,235000,60208,"Diesel","Dealer","Manual","First Owner"
"3871","Volkswagen",2013,475000,80000,"Diesel","Dealer","Manual","First Owner"
"3872","Mercedes-Benz",2008,795000,98600,"Diesel","Dealer","Automatic","First Owner"
"3873","Audi",2016,8900000,13000,"Petrol","Dealer","Automatic","First Owner"
"3874","Audi",2015,3200000,30000,"Diesel","Dealer","Automatic","First Owner"
"3875","MG",2019,1860000,18000,"Petrol","Dealer","Automatic","First Owner"
"3876","Land",2010,4200000,100000,"Diesel","Dealer","Automatic","First Owner"
"3877","Honda",2015,850000,58000,"Petrol","Dealer","Automatic","First Owner"
